state_name,district_name,year,month,date,rainfall,data_level
Arunachal Pradesh,Siang,2018,10,2018-10-14,0.0,state
Arunachal Pradesh,Siang,2018,10,2018-10-24,0.0,state
Arunachal Pradesh,Siang,2018,10,2018-10-25,0.0,state
Arunachal Pradesh,Siang,2018,11,2018-11-04,0.0,state
Arunachal Pradesh,Siang,2018,11,2018-11-10,0.0,state
Arunachal Pradesh,Siang,2018,11,2018-11-11,0.0,state
Arunachal Pradesh,Siang,2018,11,2018-11-14,0.0,state
Arunachal Pradesh,Siang,2018,11,2018-11-20,0.0,state
Arunachal Pradesh,Siang,2018,11,2018-11-22,0.0,state
Arunachal Pradesh,Siang,2018,11,2018-11-23,0.0,state
Arunachal Pradesh,Siang,2018,12,2018-12-03,0.0,state
Arunachal Pradesh,Siang,2018,12,2018-12-06,0.0,state
Arunachal Pradesh,Siang,2018,12,2018-12-08,0.0,state
Arunachal Pradesh,Siang,2018,12,2018-12-09,0.0,state
Arunachal Pradesh,Siang,2018,12,2018-12-18,0.0,state
Arunachal Pradesh,Siang,2018,12,2018-12-28,0.0,state
Arunachal Pradesh,Tawang,2018,07,2018-07-27,0.0,state
Arunachal Pradesh,Tawang,2018,08,2018-08-03,0.0,state
Arunachal Pradesh,Tawang,2018,08,2018-08-25,0.0,state
Arunachal Pradesh,Tawang,2018,08,2018-08-27,0.0,state
Arunachal Pradesh,Tawang,2018,08,2018-08-28,0.0,state
Arunachal Pradesh,Tawang,2018,08,2018-08-29,0.0,state
Arunachal Pradesh,Tawang,2018,08,2018-08-30,0.0,state
Arunachal Pradesh,Tawang,2018,09,2018-09-04,0.0,state
Arunachal Pradesh,Tawang,2018,09,2018-09-06,0.0,state
Arunachal Pradesh,Tawang,2018,09,2018-09-09,0.0,state
Arunachal Pradesh,Tawang,2018,09,2018-09-07,0.0,state
Arunachal Pradesh,Tawang,2018,09,2018-09-12,0.0,state
Arunachal Pradesh,Tawang,2018,09,2018-09-14,0.0,state
Arunachal Pradesh,Tawang,2018,09,2018-09-23,0.0,state
Arunachal Pradesh,Tawang,2018,09,2018-09-29,0.0,state
Arunachal Pradesh,Tawang,2018,10,2018-10-03,0.0,state
Arunachal Pradesh,Tawang,2018,10,2018-10-06,0.0,state
Arunachal Pradesh,Tawang,2018,10,2018-10-11,0.0,state
Arunachal Pradesh,Tawang,2018,10,2018-10-14,0.0,state
Arunachal Pradesh,Tawang,2018,10,2018-10-09,0.0,state
Arunachal Pradesh,Tawang,2018,10,2018-10-21,0.0,state
Arunachal Pradesh,Tawang,2018,10,2018-10-18,0.0,state
Arunachal Pradesh,Tawang,2018,10,2018-10-24,0.0,state
Arunachal Pradesh,Tawang,2018,11,2018-11-07,0.0,state
Arunachal Pradesh,Tawang,2018,11,2018-11-10,0.0,state
Arunachal Pradesh,Tawang,2018,11,2018-11-16,0.0,state
Arunachal Pradesh,Tawang,2018,11,2018-11-13,0.0,state
Arunachal Pradesh,Tawang,2018,11,2018-11-28,0.0,state
Arunachal Pradesh,Tawang,2018,12,2018-12-04,0.0,state
Arunachal Pradesh,Tawang,2018,12,2018-12-15,0.0,state
Arunachal Pradesh,Tawang,2018,12,2018-12-24,0.0,state
Arunachal Pradesh,Tawang,2018,12,2018-12-27,0.0,state
Arunachal Pradesh,Tawang,2018,12,2018-12-31,0.0,state
Arunachal Pradesh,Tawang,2018,12,2018-12-29,0.0,state
Arunachal Pradesh,Tirap,2018,07,2018-07-24,0.0,state
Arunachal Pradesh,Tirap,2018,07,2018-07-28,0.0,state
Arunachal Pradesh,Tirap,2018,07,2018-07-31,0.0,state
Arunachal Pradesh,Tirap,2018,08,2018-08-03,0.0,state
